,IdEmployee,EmployeeNumber,Age,DateBirth,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
1312,1208,no-data,37,1987,No,travel_rarely,557.0,46,3,no-data,4,Female,94.0,2,3, Sales Executive ,4,Married,12695.0,0,No,19,3,3,2,"10,0",2,3,9,3,4,True
1313,1209,no-data,39,1985,No,travel_rarely,589.0,10,2,no-data,1,Female,100.0,3,2, Sales Executive ,4,Married,5982.0,1,No,11,3,3,1,"10,0",1,3,10,1,9,True
1314,1210,no-data,45,1979,No,travel_rarely,477.0,7,4,Medical,1,Female,42.0,2,3, Healthcare Representative ,4,Married,2094.0,3,no-data,14,3,4,1,"24,0",4,3,22,5,17,True
1315,1211,no-data,34,1990,Yes,travel_rarely,1277.0,15,1,Medical,2,Male,56.0,3,3, Manager ,3,Married,24619.0,7,no-data,12,3,4,0,"15,0",2,4,7,7,7,True
1316,1212,no-data,41,1983,No,travel_rarely,302.0,6,3,Life Sciences,2,Female,75.0,3,4, Manufacturing Director ,3,Single,20364.0,7,No,15,3,3,0,"22,0",3,3,20,5,13,False
1317,1213,no-data,53,1971,No,travel_rarely,621.0,3,4,Marketing,3,Male,31.0,2,4, Manager ,1,no-data,10084.0,1,no-data,11,3,1,0,no-data,3,4,34,1,16,True
1318,1214,no-data,40,1984,No,travel_frequently,945.0,22,3,Medical,4,Female,82.0,3,3, Manufacturing Director ,1,Single,5083.0,1,no-data,13,3,3,0,no-data,2,3,21,2,8,False
1319,1215,no-data,45,1979,Yes,no-data,1376.0,1,2,Medical,2,Male,91.0,2,3, Human Resources ,1,Married,2326.0,9,No,14,3,4,1,"24,0",1,3,20,3,6,True
1320,1216,no-data,47,1977,No,no-data,991.0,1,2,Life Sciences,4,Female,44.0,3,1, Human Resources ,1,no-data,22957.0,6,no-data,12,3,3,0,"10,0",3,4,7,5,7,True
1321,1217,no-data,56,1968,No,travel_rarely,685.0,23,5,Marketing,3,Male,60.0,2,5, Manager ,4,no-data,23037.0,1,No,21,4,3,1,"36,0",3,3,36,2,13,True
1322,1218,no-data,47,1977,No,no-data,1277.0,2,3,no-data,3,Male,74.0,3,3, Sales Executive ,4,no-data,5596.0,4,no-data,12,3,2,1,no-data,5,2,10,0,3,False
1323,1219,no-data,38,1986,No,no-data,1115.0,1,4,no-data,1,Male,51.0,2,2, Manufacturing Director ,3,Divorced,2689.0,1,No,18,3,3,1,no-data,2,3,7,0,7,False
1324,1220,no-data,46,1978,No,no-data,1316.0,29,3,no-data,3,Male,83.0,3,1, Research Scientist ,4,Single,9752.0,5,no-data,13,3,2,0,"9,0",2,2,6,0,3,True
1325,1221,no-data,38,1986,No,travel_rarely,799.0,47,3,no-data,4,Female,59.0,3,3, Manufacturing Director ,4,Single,23848.0,4,no-data,17,3,4,0,no-data,3,4,6,1,2,True
1326,1222,no-data,38,1986,No,travel_rarely,446.0,1,4,Life Sciences,2,Female,65.0,3,2, Manufacturing Director ,2,Married,15701.0,6,no-data,12,3,2,1,"8,0",2,2,6,4,3,False
1327,1223,no-data,25,1999,No,travel_rarely,691.0,23,3,Medical,2,Male,89.0,4,1, Research Scientist ,4,no-data,21630.0,1,no-data,11,3,2,2,no-data,3,3,6,1,4,True
1328,1224,no-data,35,1989,No,no-data,304.0,25,3,Other,4,Male,60.0,3,2, Sales Executive ,4,Single,18686.0,1,No,22,4,3,0,"6,0",5,3,6,1,4,True
1329,1225,no-data,36,1988,No,no-data,950.0,7,3,Other,3,Male,59.0,3,3, Manufacturing Director ,3,Single,18869.0,3,No,21,4,2,0,"17,0",3,4,8,1,6,False
1330,1226,no-data,35,1989,No,no-data,1400.0,9,1,Life Sciences,2,Female,70.0,3,2, Sales Executive ,3,Married,5829.0,1,no-data,20,4,1,0,no-data,3,2,6,1,3,False
1331,1227,no-data,29,1995,No,travel_rarely,1179.0,19,4,Medical,4,Male,78.0,2,1, Laboratory Technician ,1,Married,12449.0,1,no-data,12,3,3,3,"6,0",2,3,6,3,3,False
1332,1228,no-data,45,1979,No,no-data,1117.0,2,1,Life Sciences,1,Female,72.0,4,1, Research Scientist ,4,Married,19982.0,1,no-data,13,3,4,1,"10,0",5,3,10,7,7,False
1333,1229,no-data,27,1997,No,no-data,583.0,4,2,Life Sciences,3,Male,53.0,3,1, Research Scientist ,4,no-data,9973.0,1,Yes,20,4,2,0,no-data,2,2,8,2,2,False
1334,1230,no-data,38,1986,No,no-data,1413.0,5,2,no-data,3,Male,84.0,4,1, Laboratory Technician ,3,Single,25470.0,0,No,14,3,1,0,"7,0",2,1,6,1,3,False
1335,1231,no-data,34,1990,No,non-travel,530.0,16,3,Life Sciences,3,Female,36.0,3,2, Sales Executive ,4,no-data,16130.0,1,Yes,25,4,3,1,"7,0",2,3,6,1,2,False
1336,1232,no-data,48,1976,Yes,no-data,1093.0,9,3,no-data,3,Male,82.0,1,4, Sales Executive ,3,Married,24164.0,7,No,11,3,3,0,"25,0",3,1,23,14,10,True
1337,1233,no-data,42,1982,Yes,no-data,1102.0,1,2,no-data,2,Female,94.0,3,2, Sales Executive ,4,no-data,19479.0,8,Yes,11,3,1,0,"8,0",0,1,6,0,5,False
1338,1234,no-data,36,1988,No,travel_rarely,809.0,16,3,Medical,1,Male,84.0,4,1, Laboratory Technician ,2,Married,16479.0,0,no-data,13,3,3,1,"6,0",5,3,5,0,3,False
1339,1235,no-data,33,1991,No,travel_rarely,548.0,1,3,Life Sciences,2,Male,66.0,3,2, Research Scientist ,2,no-data,7346.0,1,No,17,3,2,2,"10,0",3,3,10,0,9,True
1340,1236,no-data,36,1988,No,travel_rarely,1214.0,1,3,Medical,2,Male,30.0,2,1, Research Scientist ,3,Single,26278.0,1,No,18,3,1,0,"6,0",3,3,6,0,4,False
1341,1237,no-data,51,1973,No,no-data,797.0,4,1,no-data,1,Male,96.0,3,5, Research Director ,2,Divorced,15815.0,3,No,14,3,1,2,"28,0",4,2,10,1,6,False
1342,1238,no-data,43,1981,No,travel_frequently,555.0,26,3,no-data,3,Female,77.0,3,4, Sales Executive ,2,Married,14864.0,5,no-data,14,3,4,1,no-data,2,2,20,4,8,True
1343,1239,no-data,28,1996,No,no-data,1377.0,2,3,no-data,4,Male,74.0,3,2, Sales Executive ,3,no-data,5242.0,1,Yes,11,3,1,0,"5,0",3,3,5,0,4,True
1344,1240,no-data,41,1983,No,travel_rarely,759.0,2,2,Marketing,4,Female,46.0,3,2, Sales Executive ,2,Divorced,22553.0,7,no-data,12,3,3,2,no-data,5,3,5,1,3,True
1345,1241,no-data,31,1993,No,no-data,1082.0,12,3,no-data,2,Female,83.0,3,2, Sales Executive ,3,Single,19558.0,0,No,11,3,2,0,no-data,6,3,5,4,4,True
1346,1242,no-data,53,1971,No,travel_rarely,319.0,32,3,no-data,4,Male,53.0,2,3, Manufacturing Director ,3,Married,19609.0,2,no-data,14,3,3,0,no-data,4,3,5,0,4,False
1347,1243,no-data,32,1992,No,travel_rarely,688.0,7,3,no-data,3,Male,44.0,2,3, Manager ,4,Divorced,25291.0,9,no-data,21,4,3,1,"10,0",3,2,5,0,1,True
1348,1244,no-data,36,1988,No,travel_rarely,195.0,1,3,no-data,1,Female,80.0,3,2, Sales Executive ,3,Single,6698.0,1,no-data,16,3,4,0,"5,0",3,3,5,0,3,True
1349,1245,no-data,26,1998,No,no-data,622.0,13,1,no-data,2,Male,40.0,3,1, Sales Representative ,3,no-data,26376.0,1,no-data,11,3,3,0,"7,0",1,3,7,0,6,True
1350,1246,no-data,40,1984,No,travel_rarely,1383.0,2,3,Life Sciences,4,Female,42.0,2,2, Human Resources ,4,no-data,7790.0,8,No,11,3,3,2,"13,0",2,3,5,0,4,False
1351,1247,no-data,31,1993,No,travel_rarely,231.0,8,2,no-data,3,Male,62.0,3,3, Sales Executive ,3,no-data,9977.0,5,No,11,3,1,1,no-data,2,4,8,7,7,False
1352,1248,no-data,55,1969,No,no-data,1082.0,2,4,Life Sciences,3,Female,41.0,2,3, Sales Executive ,3,Married,8392.0,6,No,11,3,2,1,"13,0",4,3,9,7,0,True
1353,1249,no-data,36,1988,No,travel_rarely,528.0,8,4,Technical Degree,3,Male,100.0,3,1, Human Resources ,3,no-data,7108.0,1,No,17,3,2,0,"6,0",2,1,5,1,4,True
1354,1250,no-data,34,1990,No,no-data,147.0,2,3,Human Resources,2,Male,99.0,3,1, Human Resources ,3,no-data,8429.0,1,No,13,3,4,1,"5,0",2,3,5,1,4,True
1355,1251,no-data,31,1993,No,non-travel,556.0,9,2,Medical,3,Female,72.0,3,2, Manufacturing Director ,3,Single,12858.0,7,Yes,18,3,3,0,"10,0",3,3,8,1,7,True
1356,1252,no-data,41,1983,Yes,no-data,299.0,25,4,no-data,4,Male,57.0,2,3, Sales Executive ,2,Single,17235.0,2,Yes,12,3,3,0,"9,0",2,3,5,1,0,True
1357,1253,no-data,38,1986,No,no-data,1439.0,4,1,no-data,3,Male,54.0,3,1, Research Scientist ,3,Married,5182.0,7,Yes,15,3,4,0,"8,0",2,3,6,1,3,False
1358,1254,no-data,35,1989,No,travel_rarely,401.0,1,3,Life Sciences,4,Female,86.0,2,1, Laboratory Technician ,2,no-data,3708.0,5,No,17,3,1,1,"7,0",2,2,5,0,2,False
1359,1255,no-data,34,1990,No,travel_rarely,1099.0,4,4,Medical,1,Female,82.0,2,1, Laboratory Technician ,2,no-data,8192.0,8,No,11,3,4,0,"8,0",5,3,5,0,2,True
1360,1256,no-data,30,1994,No,no-data,995.0,2,1,Life Sciences,1,Male,87.0,3,2, Healthcare Representative ,4,no-data,24483.0,1,no-data,19,3,4,1,"6,0",0,4,6,1,3,True
1361,1257,no-data,40,1984,No,travel_rarely,492.0,12,3,Medical,4,Male,66.0,3,2, Manufacturing Director ,2,no-data,7693.0,4,No,21,4,3,0,no-data,3,3,5,1,0,True
1362,1258,no-data,41,1983,No,no-data,750.0,12,3,no-data,2,Female,47.0,3,2, Healthcare Representative ,1,no-data,10748.0,2,no-data,12,3,2,1,"15,0",3,3,7,7,7,True
1363,1259,no-data,42,1982,No,no-data,930.0,3,3,Life Sciences,3,Male,57.0,2,2, Sales Executive ,2,Divorced,12227.0,2,no-data,11,3,3,1,"14,0",5,3,5,0,4,False
1364,1260,no-data,30,1994,No,no-data,468.0,41,4,Medical,4,Female,73.0,2,1, Research Scientist ,1,Single,8489.0,1,No,14,3,2,0,"5,0",3,1,5,0,4,True
1365,1261,no-data,32,1992,No,non-travel,556.0,5,3,Medical,2,Male,74.0,3,2, Manufacturing Director ,1,no-data,3787.0,0,No,19,3,2,0,"10,0",2,3,9,1,7,True
1366,1262,no-data,51,1973,No,no-data,247.0,47,3,no-data,1,Female,73.0,3,5, Research Director ,2,no-data,9755.0,3,Yes,19,3,1,0,"28,0",1,2,8,0,7,True
1367,1263,no-data,38,1986,No,travel_rarely,1189.0,3,3,Life Sciences,3,Male,87.0,3,3, Sales Executive ,4,no-data,14506.0,2,No,12,3,1,0,no-data,3,3,5,1,3,True
1368,1264,no-data,58,1966,No,travel_rarely,334.0,24,2,no-data,3,Male,83.0,4,3, Healthcare Representative ,4,Divorced,23402.0,3,no-data,16,3,2,1,"12,0",2,1,5,1,4,True
1369,1265,no-data,42,1982,Yes,travel_rarely,895.0,20,2,Marketing,2,Female,70.0,3,1, Sales Representative ,2,no-data,21728.0,1,Yes,22,4,4,0,"4,0",5,2,4,0,2,True
1370,1266,no-data,29,1995,No,no-data,1117.0,8,2,no-data,4,Female,66.0,3,1, Research Scientist ,4,no-data,4488.0,1,No,21,4,4,0,no-data,3,3,5,0,2,True
1371,1267,no-data,41,1983,No,travel_rarely,1124.0,45,2,no-data,4,Male,57.0,1,2, Sales Executive ,4,Married,13273.0,2,no-data,22,4,3,3,no-data,2,2,4,0,2,True
1372,1268,no-data,31,1993,No,no-data,1400.0,37,3,no-data,3,Male,53.0,3,1, Laboratory Technician ,4,Married,16734.0,4,no-data,15,3,3,1,"9,0",3,1,5,1,4,False
1373,1269,no-data,34,1990,Yes,travel_rarely,587.0,10,1,no-data,1,Male,38.0,1,1, Laboratory Technician ,4,Divorced,6705.0,7,No,13,3,1,3,"8,0",2,3,4,1,3,False
1374,1270,no-data,40,1984,No,travel_frequently,443.0,8,1,no-data,3,Female,48.0,3,1, Laboratory Technician ,3,Married,17872.0,1,No,11,3,1,1,no-data,3,3,8,0,7,True
1375,1271,no-data,25,1999,Yes,travel_frequently,1287.0,7,3,no-data,1,Female,55.0,3,1, Laboratory Technician ,3,no-data,14168.0,1,no-data,16,3,4,1,"6,0",4,3,6,1,2,True
1376,1272,no-data,51,1973,Yes,no-data,562.0,8,2,Technical Degree,2,Male,50.0,3,2, Sales Executive ,3,Married,23452.0,3,no-data,14,3,1,1,"18,0",4,3,4,1,3,False
1377,1273,no-data,38,1986,No,travel_rarely,571.0,10,1,Life Sciences,4,Female,82.0,3,1, Research Scientist ,1,Divorced,19905.0,0,Yes,13,3,2,2,no-data,3,2,5,4,3,False
1378,1274,no-data,39,1985,No,travel_frequently,471.0,12,3,no-data,1,Male,45.0,2,2, Healthcare Representative ,1,no-data,4284.0,2,no-data,15,3,3,1,no-data,3,2,4,1,2,False
1379,1275,no-data,26,1998,No,travel_rarely,180.0,2,1,Medical,1,Male,65.0,4,1, Research Scientist ,1,Single,21632.0,7,No,13,3,3,0,no-data,3,2,4,0,1,False
1380,1276,no-data,26,1998,No,no-data,141.0,3,1,no-data,3,Male,98.0,3,2, Sales Executive ,1,no-data,14363.0,1,Yes,18,3,4,0,"5,0",3,3,5,0,3,True
1381,1277,no-data,34,1990,No,no-data,1075.0,3,2,Human Resources,4,Male,57.0,3,1, Human Resources ,2,Divorced,22650.0,3,Yes,11,3,3,1,no-data,4,4,4,0,3,False
1382,1278,no-data,30,1994,No,travel_rarely,1086.0,7,1,Medical,1,Female,62.0,2,1, Laboratory Technician ,4,no-data,6054.0,6,No,14,3,3,3,"8,0",5,3,4,0,3,False
1383,1279,no-data,38,1986,No,travel_rarely,124.0,3,3,no-data,4,Female,35.0,3,2, Healthcare Representative ,2,no-data,13848.0,3,No,15,3,1,0,"8,0",3,2,4,0,1,True
1384,1280,no-data,27,1997,No,no-data,192.0,1,2,Medical,1,Male,59.0,2,1, Laboratory Technician ,1,Married,11141.0,1,No,16,3,1,2,"6,0",2,3,5,1,3,True
1385,1281,no-data,25,1999,No,no-data,477.0,24,3,Medical,4,Male,49.0,3,1, Laboratory Technician ,2,Single,6409.0,8,No,22,4,4,0,"6,0",2,3,4,1,2,False
1386,1282,no-data,26,1998,No,no-data,589.0,10,4,Life Sciences,3,Male,57.0,3,2, Sales Executive ,4,Single,20623.0,0,No,14,3,2,0,"5,0",4,3,4,1,1,False
1387,1283,no-data,39,1985,No,travel_frequently,148.0,2,3,no-data,4,Female,42.0,2,1, Laboratory Technician ,2,no-data,23826.0,1,no-data,22,4,2,0,"4,0",3,3,4,3,3,False
1388,1284,no-data,25,1999,No,no-data,581.0,12,3,Medical,3,Male,62.0,4,1, Research Scientist ,3,Married,17616.0,1,No,16,3,4,1,"5,0",1,3,5,0,4,True
1389,1285,no-data,30,1994,No,travel_rarely,1082.0,9,4,Medical,4,Female,43.0,3,1, Laboratory Technician ,3,no-data,25412.0,9,No,17,3,3,1,no-data,2,3,5,1,2,False
1390,1286,no-data,29,1995,No,travel_rarely,1181.0,1,3,no-data,3,Male,82.0,3,1, Research Scientist ,4,Married,5531.0,1,No,11,3,3,1,"5,0",6,4,5,0,3,True
1391,1287,no-data,41,1983,No,no-data,616.0,2,2,Life Sciences,3,Female,99.0,3,1, Laboratory Technician ,1,Married,25605.0,4,no-data,17,3,4,1,"7,0",5,2,4,0,2,True
1392,1288,no-data,38,1986,Yes,travel_rarely,370.0,10,4,no-data,4,Male,58.0,3,2, Manufacturing Director ,1,Single,4992.0,1,no-data,15,3,2,0,"10,0",4,3,10,0,8,True
1393,1289,no-data,27,1997,No,travel_rarely,572.0,10,3,no-data,3,Male,46.0,3,2, Sales Executive ,4,no-data,9125.0,1,No,13,3,1,0,no-data,4,3,5,1,2,False
1394,1290,no-data,45,1979,No,no-data,1037.0,1,3,Medical,2,Male,42.0,3,1, Research Scientist ,4,Single,13422.0,6,Yes,12,3,3,0,"6,0",2,3,4,1,2,True
1395,1291,no-data,37,1987,No,no-data,1120.0,11,4,Marketing,2,Female,100.0,2,2, Sales Executive ,4,Married,14369.0,4,No,13,3,1,1,"8,0",2,2,6,0,0,False
1396,1292,no-data,41,1983,No,no-data,1194.0,2,4,no-data,3,Female,98.0,3,1, Research Scientist ,3,Married,12549.0,2,no-data,14,3,2,3,"20,0",2,3,5,0,2,True
1397,1293,no-data,36,1988,No,travel_rarely,1142.0,31,4,no-data,3,Female,30.0,3,1, Laboratory Technician ,1,no-data,16002.0,3,Yes,15,3,3,1,"4,0",3,3,2,2,2,False
1398,1294,no-data,60,1964,No,non-travel,1420.0,2,4,Human Resources,3,Female,32.0,2,5, Manager ,4,no-data,21922.0,9,No,21,4,4,1,no-data,3,3,3,2,2,False
1399,1295,no-data,51,1973,No,travel_frequently,809.0,12,3,no-data,3,Female,77.0,3,3, Sales Executive ,4,Single,6645.0,4,No,11,3,4,0,"16,0",3,3,2,2,1,False
1400,1296,no-data,26,1998,No,no-data,589.0,28,3,Life Sciences,1,Male,41.0,2,2, Sales Executive ,3,no-data,24835.0,2,no-data,18,3,4,0,no-data,3,3,2,2,2,False
1401,1297,no-data,23,2001,No,no-data,1256.0,36,1,Medical,3,Male,80.0,3,1, Research Scientist ,4,Married,11992.0,1,No,24,4,1,2,"2,0",6,3,2,2,2,True
1402,1298,no-data,28,1996,No,travel_frequently,472.0,1,1,no-data,3,Male,60.0,2,2, Manufacturing Director ,1,Married,9679.0,5,no-data,19,3,3,1,no-data,1,3,2,2,0,False
1403,1299,no-data,41,1983,No,no-data,905.0,38,2,no-data,3,Male,99.0,3,2, Laboratory Technician ,4,Married,16523.0,8,no-data,15,3,3,1,no-data,2,4,7,3,7,True
1404,1300,no-data,23,2001,No,no-data,1136.0,22,3,Life Sciences,2,Male,60.0,4,1, Research Scientist ,2,no-data,12392.0,1,no-data,16,3,1,1,"4,0",2,2,4,2,2,False
1405,1301,no-data,30,1994,Yes,no-data,992.0,1,3,no-data,3,Male,85.0,3,1, Research Scientist ,3,Single,19757.0,0,no-data,14,3,4,0,no-data,1,2,6,1,5,False
1406,1302,no-data,60,1964,No,travel_rarely,818.0,6,2,Medical,2,Male,58.0,3,1, Human Resources ,3,Married,25657.0,8,no-data,17,3,4,0,no-data,2,2,2,2,2,False
1407,1303,no-data,33,1991,Yes,no-data,515.0,1,3,no-data,4,Male,62.0,2,1, Laboratory Technician ,3,Single,9571.0,0,no-data,14,3,4,0,"4,0",2,1,3,1,2,True
1408,1304,no-data,33,1991,No,non-travel,976.0,26,4,Marketing,3,Male,100.0,3,2, Sales Executive ,4,no-data,12069.0,0,No,18,3,1,0,"4,0",2,3,3,2,2,True
1409,1305,no-data,29,1995,No,travel_rarely,1158.0,9,3,no-data,4,Male,94.0,3,1, Research Scientist ,4,Married,2613.0,1,No,23,4,4,1,no-data,3,3,5,0,4,True
1410,1306,no-data,32,1992,No,travel_frequently,444.0,5,3,no-data,4,Female,84.0,3,1, Sales Representative ,2,Divorced,3909.0,1,no-data,11,3,3,1,"2,0",5,2,2,2,2,True
1411,1307,no-data,32,1992,No,no-data,408.0,2,4,no-data,3,Male,32.0,3,1, Research Scientist ,4,no-data,7747.0,0,no-data,18,3,2,1,"3,0",2,1,2,2,2,True
1412,1308,no-data,22,2002,No,no-data,895.0,9,2,no-data,1,Male,39.0,3,1, Sales Representative ,4,Single,2851.0,1,no-data,24,4,3,0,"3,0",3,2,3,2,2,True
1413,1309,no-data,32,1992,No,travel_rarely,408.0,9,4,Life Sciences,3,Male,42.0,2,1, Research Scientist ,2,no-data,7551.0,0,no-data,16,3,4,0,"3,0",5,3,2,2,2,True
1414,1310,no-data,28,1996,No,travel_rarely,1469.0,1,2,no-data,4,Male,82.0,3,1, Laboratory Technician ,2,no-data,17881.0,1,No,11,3,2,1,"5,0",2,3,5,0,4,True
1415,1311,no-data,50,1974,No,travel_rarely,1261.0,7,3,Other,2,Male,31.0,2,3, Healthcare Representative ,3,Single,12066.0,8,No,24,4,3,0,no-data,2,3,5,0,0,True
1416,1312,no-data,26,1998,Yes,travel_rarely,688.0,3,3,Medical,1,Male,91.0,3,1, Laboratory Technician ,1,Married,9396.0,5,No,13,3,3,1,"6,0",5,3,2,0,2,True
1417,1313,no-data,53,1971,No,travel_rarely,1490.0,4,2,Life Sciences,4,Female,88.0,3,4, Manager ,4,Married,10310.0,2,No,13,3,4,0,"31,0",2,1,5,1,4,False
1418,1314,no-data,27,1997,No,travel_rarely,1349.0,23,3,Life Sciences,1,Female,90.0,3,1, Research Scientist ,4,Divorced,3032.0,1,No,22,4,2,2,no-data,3,1,3,0,2,True
1419,1315,no-data,30,1994,Yes,no-data,408.0,25,5,Technical Degree,3,Female,71.0,2,1, Research Scientist ,2,Married,18300.0,5,No,16,3,2,0,"6,0",2,4,2,1,1,False
1420,1316,no-data,47,1977,No,no-data,1009.0,2,3,Life Sciences,1,Male,51.0,3,4, Research Director ,3,Married,2288.0,6,No,13,3,3,0,no-data,2,1,3,0,1,False
1421,1317,no-data,35,1989,Yes,travel_frequently,988.0,23,3,no-data,2,Female,43.0,3,3, Human Resources ,1,Divorced,11533.0,9,Yes,15,3,3,3,no-data,2,3,3,0,2,False
1422,1318,no-data,22,2002,No,no-data,1343.0,22,1,Technical Degree,3,Male,49.0,3,1, Sales Representative ,3,no-data,24444.0,1,no-data,11,3,3,0,no-data,2,3,3,1,2,True
1423,1319,no-data,28,1996,No,no-data,1115.0,3,4,Medical,1,Male,54.0,2,1, Research Scientist ,4,Single,15174.0,0,no-data,13,3,4,0,"5,0",0,3,4,1,1,True
1424,1320,no-data,25,1999,Yes,travel_rarely,693.0,3,2,Life Sciences,1,Female,65.0,3,2, Sales Executive ,3,Single,24785.0,9,No,14,3,1,0,no-data,3,3,2,2,0,True
1425,1321,no-data,41,1983,No,no-data,804.0,2,1,no-data,4,Female,86.0,2,1, Research Scientist ,4,Single,22929.0,0,no-data,20,4,4,0,"5,0",2,2,4,2,3,False
1426,1322,no-data,30,1994,No,no-data,1090.0,10,3,no-data,4,Male,83.0,3,1, Sales Representative ,2,no-data,17967.0,1,No,14,3,4,2,no-data,2,3,2,2,2,False
1427,1323,no-data,24,2000,No,travel_rarely,310.0,12,1,Medical,1,Male,79.0,4,1, Research Scientist ,3,Single,19630.0,1,no-data,18,3,4,0,no-data,3,3,2,0,2,False
1428,1324,no-data,56,1968,Yes,no-data,725.0,2,3,Medical,4,Male,78.0,3,5, Manager ,1,no-data,21199.0,5,Yes,13,3,4,1,"24,0",2,3,5,1,4,False
1429,1325,no-data,36,1988,No,travel_rarely,384.0,8,4,no-data,1,Female,72.0,3,1, Sales Representative ,4,no-data,20317.0,1,No,16,3,2,1,"3,0",1,2,3,0,2,True
1430,1326,no-data,35,1989,No,no-data,1111.0,8,2,no-data,3,Female,93.0,3,2, Sales Executive ,1,no-data,13305.0,5,No,17,3,2,1,no-data,1,3,3,1,2,True
1431,1327,no-data,36,1988,No,travel_rarely,1258.0,20,4,no-data,2,Female,40.0,4,1, Research Scientist ,3,Single,13301.0,3,No,13,3,3,0,"7,0",0,3,2,2,2,False
1432,1328,no-data,29,1995,Yes,no-data,890.0,2,4,no-data,3,Male,42.0,3,1, Research Scientist ,3,Single,16374.0,6,No,17,3,4,0,"5,0",3,2,2,2,1,True
1433,1329,no-data,37,1987,No,travel_rarely,1041.0,13,3,Human Resources,3,Male,36.0,3,1, Human Resources ,2,Married,25527.0,4,no-data,13,3,2,1,no-data,2,3,5,0,4,True
1434,1330,no-data,54,1970,No,no-data,661.0,7,2,no-data,1,Female,78.0,2,3, Sales Executive ,4,Married,20715.0,7,Yes,18,3,4,1,"35,0",3,3,5,0,4,False
1435,1331,no-data,50,1974,No,travel_rarely,1418.0,1,3,Technical Degree,3,Female,36.0,3,1, Research Scientist ,1,no-data,10554.0,2,No,16,3,2,1,"7,0",2,3,4,0,2,False
1436,1332,no-data,23,2001,Yes,travel_rarely,617.0,3,1,Life Sciences,2,Female,34.0,3,2, Manufacturing Director ,3,Married,10022.0,0,Yes,19,3,1,1,"4,0",3,4,3,0,2,True
1437,1333,no-data,40,1984,Yes,no-data,1122.0,6,3,Medical,4,Male,70.0,3,1, Laboratory Technician ,1,Married,4303.0,7,no-data,21,4,4,0,no-data,2,1,2,2,2,True
1438,1334,no-data,37,1987,No,travel_rarely,188.0,7,4,Other,2,Male,65.0,3,1, Research Scientist ,4,Single,23293.0,2,no-data,18,3,3,0,"8,0",6,3,6,0,1,True
1439,1335,no-data,31,1993,Yes,travel_rarely,138.0,22,3,no-data,1,Female,48.0,3,1, Research Scientist ,3,Married,11539.0,4,no-data,11,3,2,0,no-data,2,3,5,0,1,True
1440,1336,no-data,25,1999,No,no-data,1206.0,17,1,Medical,4,Female,41.0,2,2, Manufacturing Director ,3,Divorced,24117.0,1,No,15,3,2,2,"5,0",6,3,4,3,2,False
1441,1337,no-data,42,1982,No,travel_rarely,549.0,7,2,Medical,4,Female,42.0,3,2, Manufacturing Director ,3,no-data,23371.0,6,no-data,14,3,2,0,"8,0",6,3,2,2,1,False
1442,1338,no-data,39,1985,No,travel_frequently,1186.0,3,4,no-data,3,Male,44.0,3,1, Research Scientist ,3,no-data,2997.0,3,No,16,3,1,1,"8,0",2,3,2,2,2,False
1443,1339,no-data,36,1988,No,no-data,1182.0,11,2,Marketing,4,Male,54.0,3,2, Sales Executive ,4,Divorced,18500.0,1,no-data,11,3,4,1,"5,0",3,3,5,0,2,True
1444,1340,no-data,57,1967,No,no-data,718.0,4,4,no-data,4,Female,92.0,3,5, Manager ,1,Divorced,18575.0,4,No,13,3,4,1,"28,0",2,3,5,4,2,True
1445,1341,no-data,21,2003,No,travel_rarely,805.0,3,3,no-data,1,Male,87.0,2,1, Laboratory Technician ,3,Single,12828.0,1,no-data,12,3,1,0,"2,0",2,2,2,1,2,True
1446,1342,no-data,51,1973,No,travel_frequently,1421.0,2,3,no-data,4,Female,30.0,3,4, Manager ,1,no-data,9490.0,2,No,22,4,3,1,no-data,3,3,2,2,2,True
1447,1343,no-data,36,1988,No,no-data,1212.0,8,2,no-data,3,Female,78.0,2,3, Sales Executive ,4,Married,13755.0,4,no-data,11,3,2,1,"16,0",6,2,13,4,12,False
1448,1344,no-data,30,1994,No,no-data,1010.0,1,3,Life Sciences,1,Female,97.0,3,1, Research Scientist ,4,Divorced,5598.0,1,No,15,3,1,3,"3,0",5,3,3,1,2,True
1449,1345,no-data,22,2002,Yes,travel_frequently,329.0,10,2,no-data,1,Female,45.0,2,1, Laboratory Technician ,3,no-data,25308.0,1,no-data,20,4,3,0,"2,0",2,1,2,2,2,True
1450,1346,no-data,35,1989,No,travel_rarely,131.0,2,3,Marketing,3,Female,86.0,3,2, Sales Executive ,1,no-data,6039.0,0,no-data,12,3,4,0,"4,0",3,3,3,0,2,True
1451,1347,no-data,29,1995,No,travel_frequently,193.0,2,3,Life Sciences,4,Male,52.0,2,1, Laboratory Technician ,4,Married,14222.0,1,no-data,12,3,2,1,no-data,2,3,2,2,2,False
